masked_word,target,original_word,wrong_guesses
w____ly,m,womanly,"['i', 'e', 'r', 't']"
__uff__,l,bluffly,"['s', 'r', 'e']"
_oc_ian,l,locrian,['k']
s___t__,o,shooter,"['i', 'a', 'n', 'l']"
___tp_d,o,footpad,"['e', 's', 'i']"
_n_o__y,m,uncomfy,"['r', 'e', 'l', 'i']"
_ru____,t,trustee,"['n', 'i', 'o', 'l']"
empa_el,n,empanel,"['z', 'b']"
___t_ze,l,voltize,"['a', 's', 'r', 'n']"
_i____e,l,binocle,"['a', 'r', 's', 't', 'd']"
__i_s__,h,bhikshu,"['r', 'e', 'o', 'n']"
r_g____,a,ragtime,"['o', 'n', 's', 'l']"
___h_u_,t,bathtub,"['e', 'o', 's', 'i']"
e___e_e,p,epicede,"['n', 'r', 't', 'l', 'o']"
agn____,s,agnosis,"['e', 't', 'm', 'u']"
___a_e_,r,unraked,"['s', 'l', 'c', 'i', 'm']"
_r___b_,e,erysibe,"['o', 'a', 't', 'n']"
p___ma_,l,poleman,"['i', 'r', 's']"
_o___d_,a,monarda,"['e', 'i', 's', 'l', 't']"
_oe_kin,d,doeskin,"['c', 'r']"
pu__i__,n,pushing,"['l', 'r', 'e']"
___ep_n,l,calepin,"['o', 'r', 't']"
la_idae,r,laridae,"['p', 'v']"
___l__y,g,englify,"['o', 'a', 'r', 't']"
s_a__l_,t,startly,"['e', 'p', 'c', 'b']"
__t___l,r,retinal,"['o', 'u', 'c', 's', 'h']"
iri____,d,iridate,"['o', 'n', 's', 'l']"
i___oi_,t,introit,"['l', 'd', 'a']"
_i__i__,g,wigging,"['e', 's', 'l', 'r', 't']"
p_ot_sm,i,photism,['r']
____in_,r,umbrine,"['o', 'a', 't', 'l']"
crick_t,e,cricket,['a']
____n_a,r,redunca,"['i', 'o', 't', 's', 'l']"
_al____,c,calvous,"['e', 'i', 'n', 't']"
c__c___,i,circuit,"['o', 'n', 'a', 'e', 'l']"
_u____a,m,eunomia,"['r', 't', 's', 'l']"
_anc_et,m,manchet,"['l', 'r']"
_h__cu_,m,phascum,"['n', 'r', 'e', 'i']"
____r_n,e,teheran,"['o', 'i', 's', 'l', 'c']"
__s_a__,r,resward,"['t', 'i', 'u', 'c', 'l']"
_l___a_,e,elegiac,"['n', 'o', 's', 'p']"
_ero_ic,n,neronic,['t']
_o_b__e,d,dogbane,"['i', 'r', 'l']"
be_a_us,c,benacus,"['r', 'l']"
gutt_te,a,guttate,"['i', 'o']"
o___o_n,t,outborn,"['i', 'e', 's', 'l', 'w']"
___b__e,a,dagbane,"['o', 'i', 'r', 't', 'l']"
_ara_u_,v,varanus,"['p', 'm', 'c', 'l']"
i_di___,e,indices,"['o', 'a', 't', 'l']"
_ol____,a,solatia,"['e', 'p', 'n', 'r']"
t_gb__t,a,tugboat,"['i', 'e', 'r']"
_a__nda,i,cabinda,"['e', 'r', 'u']"
_____d_,o,corrode,"['i', 'a', 'n', 's']"
__t___t,p,pitapat,"['e', 'o', 'n', 'r', 'u']"
__n__um,c,cancrum,"['i', 'o', 't']"
____nn_,a,caranna,"['e', 'o', 'i', 't', 's']"
_lytie_,f,flytier,"['s', 'o']"
_l____n,a,aldazin,"['o', 'e', 's', 't', 'r']"
pi_____,l,pistole,"['n', 'a', 'r', 'c', 'd']"
_i__lg_,d,divulge,"['a', 's', 'o']"
go_a_ie,n,gonakie,"['l', 'd']"
_nimize,a,animize,['u']
_remove,p,premove,"['t', 'd']"
_nfit_y,l,unfitly,['r']
__l__o_,a,saligot,"['e', 'n', 'r', 'c']"
p__na__,e,phenate,"['i', 'r', 'o', 'l']"
lo_____,a,loafing,"['e', 'r', 't', 's', 'c']"
_obbler,g,gobbler,"['t', 'd']"
__r_m__,a,ceramal,"['o', 'i', 'n', 's', 't']"
_e_g___,s,sergius,"['n', 'a', 'o', 't', 'l']"
_____ry,d,bodgery,"['a', 'i', 't', 'n']"
___g__w,l,longjaw,"['r', 'e', 'i', 's']"
_v_r__x,t,overtax,"['i', 'n', 's', 'l']"
epe_r_d,i,epeirid,"['a', 'u']"
c_wga_e,t,cowgate,['s']
na___n_,d,nardine,"['g', 's', 't', 'o']"
rec____,h,rechant,"['o', 'i', 'l', 's']"
o__r_i_,e,overlie,"['n', 'a', 't']"
reli_er,n,reliner,"['v', 'g']"
koo_k__,m,koomkie,"['n', 'r', 'a', 'c']"
ba__a__,g,baggage,"['r', 'n', 'l']"
_assado,p,passado,['b']
_____a_,g,grogram,"['n', 'l', 'i', 'e', 's']"
_a_i___,m,maximum,"['s', 'l', 'e']"
_ul__u_,b,bulbous,"['i', 'e', 't', 'r']"
ave_age,r,average,['l']
_u_ulo_,t,tukulor,"['c', 'a', 's', 'n']"
mit_sis,o,mitosis,['e']
o_a_a__,i,ouakari,"['l', 's', 'n', 'd']"
__op__t,d,droplet,"['a', 's', 'i']"
__n_st_,e,honesty,"['i', 'a', 'r', 'c']"
__nable,d,donable,['i']
nimbo__,e,nimbose,['r']
d_s___r,t,destour,"['i', 'a', 'n']"
stint_d,e,stinted,"['o', 'a']"
_ui_d__,l,guildry,"['n', 'e', 'o']"
___k_ng,i,sacking,"['o', 'e', 'r', 'l']"
_wee__y,l,sweetly,"['n', 'd', 'p']"
_ace_a_,w,raceway,"['n', 'm', 'l', 'f']"
r__b___,a,rigbane,"['o', 't', 'l', 'u']"
___n___,o,ozonous,"['i', 'e', 'a', 'r']"
c_p____,r,capreol,"['i', 'n', 't', 's']"
upt_we_,o,uptower,['a']
ax__tch,e,axfetch,['i']
t_o_bly,u,troubly,"['h', 'w']"
_ronter,f,fronter,"['i', 'g']"
c__d__c,a,cardiac,"['o', 'n', 'e', 'l']"
_v___ss,e,eveless,"['o', 'n', 'a', 'i']"
c_tl___,i,catling,"['o', 'e', 'u']"
_r____m,a,arabism,"['o', 'e', 'n', 't', 'c']"
__o__om,d,snobdom,"['r', 'p', 't', 'l', 'e']"
_o__r__,l,goitral,"['e', 'n', 's', 'c', 'p']"
____d_r,o,flooder,"['n', 'i', 'a', 's']"
_eev___,i,beevish,"['n', 'o', 'r', 'a', 'l']"
s_l__g_,a,salvage,"['n', 'i', 'o', 'r']"
b__enyl,t,butenyl,"['a', 'o']"
__e__er,s,guesser,"['t', 'i', 'n']"
__nlike,a,fanlike,"['o', 'u']"
tee_age,n,teenage,"['r', 'p']"
_a_n_ng,w,warning,"['t', 's', 'h']"
___kto_,n,yankton,"['c', 'i', 'r', 'e']"
___f___,o,nonform,"['i', 'e', 'a', 't', 's']"
m_ral_d,e,muraled,"['y', 'i']"
_u__fu_,l,museful,"['i', 't', 'n', 'r']"
but_r_n,i,butyrin,"['e', 'h']"
_v_rnia,e,evernia,['o']
___ra__,i,vibrate,"['s', 'n', 'o', 'c']"
g__d__e,i,gowdnie,"['r', 'a', 'l']"
rajida_,e,rajidae,['n']
_m____r,t,emitter,"['a', 'o', 's']"
___ia__,d,defiant,"['r', 'l', 's', 'u']"
elfw_fe,i,elfwife,['a']
_____on,l,lexicon,"['a', 't', 'r', 's']"
_orre__,t,torrefy,"['c', 's', 'l', 'a']"
____c_y,r,hemocry,"['i', 'n', 'a', 't']"
wh__o__,l,whilock,"['e', 'a', 'r']"
st_eyne,r,streyne,"['h', 'a']"
a__oast,c,accoast,"['l', 'b']"
brom_u_,i,bromius,"['a', 'e']"
d_s___e,i,dislike,"['a', 'o', 'r', 't']"
r__tion,e,rection,['a']
__ss___,a,wassail,"['e', 'o', 'n', 'r', 't']"
_e_d___,n,tending,"['a', 'r', 'o', 's', 'l']"
p_es__e,a,presage,"['i', 'o', 'n', 't']"
___re_t,m,imprest,"['o', 'n', 'a', 'c']"
______a,e,velleda,"['o', 'i', 'n', 'r', 't']"
_li_i_g,t,fliting,"['a', 's', 'c', 'p']"
d______,e,decrier,"['o', 'a', 'n', 's', 't']"
__o_o_a,p,isopoda,"['r', 'n', 't', 'l', 'e']"
u__ru__,p,uptrunk,"['s', 'e', 'l', 'c', 'd']"
d___in_,a,dashing,"['e', 'o', 'r', 't']"
d_cetae,o,docetae,"['i', 'u']"
kna__er,p,knapper,"['g', 't']"
piazi_e,n,piazine,['t']
con_tu_,a,conatus,['e']
a___ssa,l,aglossa,"['e', 'r', 'u']"
u_iti__,m,unitism,"['e', 'r', 'a', 'l']"
_re_o__,l,precoil,"['n', 't', 's', 'a']"
out_pue,s,outspue,"['l', 'a']"
__sala_,o,kosalan,"['e', 'y', 'i', 'm']"
_l_pe_e,a,alopeke,"['c', 'i', 's', 'r']"
_ev__e_,d,devoted,"['i', 'r', 'a']"
b___tt_,i,bigotty,"['e', 'a', 'r', 'l', 'n']"
d__ping,e,deeping,['o']
u_g____,r,upgrave,"['n', 'i', 'o', 'l']"
a___w__,e,advowee,"['y', 'r', 'l', 'n']"
lob_ri_,a,lobaria,"['e', 'u']"
__a___l,y,prayful,"['e', 's', 't', 'c', 'n']"
_p__ra_,l,spheral,"['o', 'u', 'i']"
_bietin,a,abietin,"['o', 'u']"
p_zzled,u,puzzled,['i']
__eshe_,f,freshen,"['l', 'd', 'i', 'o']"
_otwa_e,p,potware,['s']
___s__n,a,capsian,"['o', 'e', 't', 'r']"
__hri__,l,athrill,"['e', 'n', 's']"
_l_e___,a,algebar,"['i', 'o', 'n', 't', 's']"
_ki____,d,skidpan,"['e', 'o', 'r', 'l']"
u__out_,p,uproute,"['n', 's', 'h']"
hia_i__,t,hiation,"['e', 's', 'm', 'g']"
__tu_us,a,fatuous,"['r', 'l', 'e']"
_o__o__,u,routous,"['n', 'e', 'i', 'c']"
recr_wn,o,recrown,['a']
d_unt_r,a,daunter,"['o', 'i']"
c_____m,r,corneum,"['i', 'a', 's', 'l']"
b____ne,i,broigne,"['a', 't', 'l', 's']"
_u____g,n,burning,"['t', 'o', 'e', 's', 'l']"
impi_ty,e,impiety,"['n', 'r']"
lab_lla,e,labella,"['i', 'o']"
__e__e_,l,phellem,"['r', 's', 'n', 'o', 'i']"
qua____,t,quatrin,"['e', 's', 'd', 'l']"
lio_ize,n,lionize,"['t', 'r']"
s_____r,e,seceder,"['i', 'o', 'a']"
__n_s__,e,genesee,"['i', 'o', 'a']"
u___r_d,e,ungored,"['a', 'i', 't', 's']"
__n____,t,puntout,"['i', 'e', 'a', 'r']"
__me___,a,gamebag,"['o', 'i', 'n', 'r']"
m__h__d,a,manhead,"['o', 'i', 't', 's']"
_ina_le,p,pinacle,"['b', 'f']"
ah_ng_y,u,ahungry,"['l', 'i']"
lobta_l,i,lobtail,['u']
_c_n__n,i,iconian,"['e', 's', 't', 'u']"
__s___l,w,wishful,"['e', 'a', 'o', 't']"
_i_s___,r,ribston,"['e', 'a', 'l', 'd']"
__g____,u,ungruff,"['i', 'e', 'a', 'o']"
s_ream_,t,streamy,"['p', 'c']"
puccoo_,n,puccoon,['k']
__rt___,a,cartman,"['o', 'e', 'i', 's', 'l']"
v_lv_l_,e,valvule,"['o', 'i', 's']"
r__l___,d,rimland,"['e', 'o', 't', 's', 'u']"
t_____g,r,trading,"['e', 'o', 'l', 's', 'u']"
___n___,a,alonsoa,"['i', 'e', 'r', 't']"
_os_que,a,cosaque,"['t', 'i']"
_cc___e,l,occluse,"['a', 'i', 't', 'n']"
evir_te,a,evirate,"['o', 'u']"
___lo__,u,uncloud,"['e', 'i', 'a', 's', 'r']"
_o_ra__,m,comrade,"['u', 'g', 't', 'n']"
__ddi_m,l,luddism,"['a', 'e', 'o', 'r']"
_asa_as,l,rasalas,"['b', 'p', 'k']"
___i___,t,antifat,"['e', 'o', 'r', 's', 'l']"
forgro_,w,forgrow,"['p', 's']"
sol__l_,e,soluble,"['a', 'i', 'd', 't']"
vu___s_,l,vulnose,"['i', 'a', 'r', 't']"
over_oy,j,overjoy,['b']
maca_am,d,macadam,"['g', 'h']"
__u__or,m,emulsor,"['t', 'n', 'a', 'i']"
______d,o,bowwood,"['e', 'i', 'a', 'r']"
d__ni__,r,dronish,"['e', 'a', 't']"
_il_ei_,m,milreis,"['n', 't', 'g', 'd']"
t____a_,n,townman,"['r', 'i', 'l', 'e', 'h']"
_a_tata,c,cantata,"['s', 'r', 'l']"
_r___a_,g,grusian,"['e', 'o', 'l', 't', 'c']"
th____m,e,theseum,"['o', 'r', 'i', 'a']"
u__ield,p,upfield,"['n', 's']"
sea_ost,m,seamost,"['p', 'd']"
per__my,u,perfumy,['o']
_u____t,r,ruewort,"['i', 'n', 's', 'a', 'l']"
d__o__t,p,deposit,"['n', 'l', 'r', 'a']"
gno_is_,t,gnomist,"['h', 'l']"
upflun_,g,upflung,['k']
lig_lar,u,ligular,"['e', 'o']"
_ipp___,e,kippeen,"['l', 'o', 'r', 's']"
_u__o__,l,mulloid,"['s', 'r', 'n', 't', 'e']"
stalla_,r,stallar,['y']
op__b__,l,optable,"['i', 'h', 'n', 's']"
gul_n_c,i,gulonic,['a']
_n___ng,i,inkling,"['u', 'a', 'e']"
d_ttler,o,dottler,['i']
a_cari_,s,ascaris,"['n', 'd']"
____ba_,o,soroban,"['e', 'l', 'i', 'c', 'u']"
rippi_r,e,rippier,['a']
___g__g,a,waygang,"['i', 'e', 'o', 'r', 'l']"
leafa_e,g,leafage,"['t', 'c']"
tair_er,g,tairger,"['l', 'd']"
ch__a__,e,chelate,"['r', 'i', 'o']"
_i_s___,r,piaster,"['n', 'o', 'l', 'd']"
s__in__,e,skeiner,"['a', 't', 'o']"
leu_ine,c,leucine,"['r', 't']"
_e_a___,r,heparin,"['s', 'l', 'd', 'm', 'y']"
_d__ge_,j,adjiger,"['o', 'n', 's']"
r____ry,n,ravenry,"['o', 'i', 't', 's']"
v___o__,a,vallota,"['i', 'e', 'r']"
_o___al,r,correal,"['n', 't', 'i', 's']"
_lu_ean,t,plutean,['m']
up_u_g_,r,upsurge,"['n', 'l', 'd', 't']"
_o_e_e_,r,coverer,"['l', 'n', 's', 't']"
r__tlet,o,rootlet,['s']
____ati,v,hervati,"['u', 'l', 'c']"
te__e__,l,tersely,"['n', 'a', 'i', 'm', 'o']"
__o_k__,r,shocker,"['n', 'l', 'i', 'a']"
_nha_te,u,unhaste,['f']
cy_ical,n,cynical,['t']
_m_m__e,a,imamate,"['o', 's', 'b']"
__ra___,u,puraque,"['s', 't', 'i', 'c']"
__nwi__,e,henwife,"['o', 'a', 's']"
_edouse,b,bedouse,"['r', 'p']"
ho_e___,l,hopeful,"['n', 'm', 's']"
alaska_,n,alaskan,"['r', 't']"
ph__ph_,o,phospho,"['a', 'r', 'l']"
_s____s,a,asaphus,"['o', 'e', 'i', 't']"
_stri_l,e,estriol,['a']
__r___e,t,hartite,"['o', 'n', 's', 'l', 'c']"
s_er_or,t,stertor,['p']
__erv__,l,chervil,"['o', 'n', 'a', 's']"
bagga_a,l,baggala,['r']
p_c___l,i,pycnial,"['o', 'e', 't', 'r']"
_nan__y,l,inanely,"['u', 't', 'g']"
___i_i_,c,aclinic,"['e', 'o', 't', 'r']"
o_____y,r,overfly,"['i', 't', 'a', 'n', 's']"
und_rg_,e,undergo,['a']
_beli_n,a,abelian,"['o', 't']"
gadb__h,u,gadbush,['i']
_o_____,g,cogging,"['e', 'r', 'a', 't', 'l']"
li_eate,n,lineate,['b']
hasi_ic,d,hasidic,['l']
re_eipt,c,receipt,['d']
__ici_t,u,unicist,"['p', 'r', 'l']"
_i___ip,s,sibship,"['n', 'r', 'l', 'd']"
_rooken,c,crooken,"['b', 'f']"
_ood___,l,boodler,"['i', 'w', 'n', 's']"
____ke_,r,wracker,"['i', 'o', 'n', 's']"
grec_ze,i,grecize,['a']
conf_ne,i,confine,['u']
d_r___l,e,durenol,"['a', 'i', 's', 't']"
_____g_,o,ovology,"['e', 'i', 'a', 'n']"
_pi_ket,r,spirket,"['c', 'n']"
__as__e,t,blastie,"['u', 'r', 'c']"
h__algo,d,hidalgo,['e']
e_p_thy,a,eupathy,['o']
a_____d,o,apehood,"['r', 'i', 'l', 'n']"
pra__le,b,prabble,['g']
loo_e__,n,loonery,"['s', 'a', 't']"
f___m__,r,frogman,"['e', 'i', 'l', 't', 's']"
_p_r_w_,d,upcrowd,"['s', 'a', 'e', 'i']"
_or____,s,torsive,"['n', 'a', 'l', 'f', 'c']"
_onozoa,m,monozoa,['h']
n__rofy,e,negrofy,"['i', 'u']"
b_____y,l,bulkily,"['e', 'o', 'a', 'r', 'n']"
____ar_,d,ginward,"['e', 'l', 'o', 's', 'u']"
ido_i__,t,idolist,"['e', 'n', 'm']"
_t__de_,l,strudel,"['n', 'a', 'o']"
_n_n__e,a,insnare,"['u', 'o', 't', 'l']"
__m_ri_,e,demerit,"['o', 'a', 'c', 'n']"
si__pho,g,singpho,['l']
pal_tot,e,paletot,"['i', 'k']"
_p__i_g,l,upfling,"['s', 'e', 'o', 'a']"
j_____r,l,jollier,"['a', 'n', 't', 's']"
so_____,l,songful,"['e', 'i', 'r', 'a']"
__lle__,i,colleri,"['a', 's', 't', 'n']"
_se_ess,l,useless,"['n', 'o', 'i']"
_chinu_,e,echinus,['o']
__ng__n,i,fungian,"['o', 'e', 'l', 'r']"
__bh_a_,d,cobhead,"['u', 'n', 'm']"
op__i__,c,opacify,"['e', 'n', 't', 's']"
sha_b_e,m,shamble,"['r', 'i']"
i_i____,s,iciness,"['a', 'o', 'd', 'r', 't']"
i_plu_e,m,implume,['n']
bo_bard,m,bombard,['x']
hun_i_e,l,hunlike,"['d', 's']"
_hre_os,t,threnos,['c']
p_t_ole,i,pithole,['a']
_ecl__e,d,seclude,"['r', 'a', 'o']"
_ipnoan,d,dipnoan,"['l', 'h']"
____le_,r,miauler,"['o', 'n', 't', 's', 'd']"
_a_de__,m,pandemy,"['r', 's', 'l']"
_uchlo_,e,buchloe,"['a', 'n']"
__l___k,c,colback,"['i', 'e', 'n', 'r', 's']"
r_ctio_,u,ruction,"['e', 'a']"
_r___ll_,y,brutally,"['e', 'i', 'o', 'n']"
recei_er,v,receiver,['l']
___aceae,m,mniaceae,"['u', 'l', 'p', 'r']"
li_e___i,t,literati,"['n', 'o', 's']"
_o__ar__,p,poplared,"['c', 's', 't']"
con_tion,a,conation,"['s', 'e']"
vi_l__i_,c,violuric,"['a', 'e', 'n']"
_l__e_l_,y,slovenly,"['a', 'r', 'i', 't']"
s_a_____,l,shameful,"['i', 't', 'n', 'r']"
___i_n__,a,valiancy,"['o', 'e', 'r', 't', 's']"
tr_verse,a,traverse,"['i', 'o']"
__a_ct_c,i,nearctic,"['l', 'p', 'b', 'g']"
s_n__mi_,g,syngamic,"['e', 'o', 't']"
f_i_____,l,foilsman,"['r', 'e', 't', 'c']"
__rs_l_s,d,dorsalis,"['e', 't', 'u', 'p']"
___p_i__,t,outpoint,"['e', 'l', 'r', 's', 'a']"
_or_e__o,l,bordello,"['n', 's', 't']"
bili__ar,e,bilinear,['u']
stagg__y,e,staggery,['l']
___s__y_,p,prosopyl,"['e', 'a', 'i', 't']"
pr_onops,i,prionops,"['e', 'y']"
vag_nat_,i,vaginate,"['o', 'u']"
ho_eli_e,k,hoselike,"['m', 'n']"
_l_pha_t,e,elephant,['s']
_enali_y,t,venality,"['f', 'p']"
u__h_u__,n,unshrunk,"['o', 'e', 't', 'c', 'a']"
sandw__d,o,sandwood,"['e', 'r']"
_o_o_ra_,m,nomogram,"['c', 'p', 'l', 'd']"
___e_r__,n,unlearnt,"['i', 'o', 's', 'c']"
__m_l__n,o,simoleon,"['a', 't', 'u']"
_oxo_o__,l,loxotomy,"['g', 's', 'c', 'r']"
li_es_me,f,lifesome,"['n', 'r']"
a_l_c___,i,aulicism,"['e', 't', 'o', 'b']"
_e___l__,r,republic,"['o', 'a', 'n', 't', 's']"
_o_r____,t,bourette,"['n', 'i', 'a', 's', 'c']"
v___t_m_,o,vagotomy,"['i', 'e', 'l']"
_elo__ic,t,teloptic,['n']
__d_cula,i,fidicula,['e']
u_p_r__d,n,unparked,"['o', 'i', 't', 's']"
s__c____,d,spicated,"['o', 'n', 'r', 'l']"
s_a_p_n_,t,stamping,"['h', 'l', 'r', 'e']"
__a__ra_,l,featural,"['s', 'c', 'g', 'h']"
yuru_ure,j,yurujure,['t']
__t___r_,e,entomere,"['a', 'i', 'u', 's']"
resor_er,t,resorter,['b']
___ll_l_,a,ogallala,"['i', 'e', 's', 'r', 'y']"
g__ffito,a,graffito,['u']
__uk___a,e,leukemia,"['o', 'r', 'n']"
__rm_n__,a,sarmenta,"['i', 'o', 'f']"
u____ded,l,unlarded,"['o', 'i', 's']"
e_ta_gle,n,entangle,['x']
___ew___,r,hiveward,"['o', 'n', 't', 's']"
____ha__,e,berthage,"['s', 'o', 'c', 'n', 'i']"
aff_r___,t,afforest,"['i', 'n', 'g', 'd']"
bon__o__,e,bonework,"['i', 't', 'd', 's']"
s__tt__y,l,snottily,"['e', 'a', 'r', 'h']"
_u__n_se,t,turanose,"['i', 'l', 'm']"
na_tal_q,i,nastaliq,"['c', 'u']"
e_ba__e_,m,embalmer,"['d', 'n', 's']"
p__i_e__,s,poriness,"['a', 'l', 't', 'c']"
___d__s_,n,nondense,"['i', 'a', 'r', 't']"
____n__n,d,dodonean,"['i', 'r', 't', 's']"
p_a_____,t,prattler,"['i', 's', 'n', 'o']"
__pi____,u,lupinous,"['e', 'a', 'r', 't', 'c']"
s_nsh_ch,a,sanshach,"['i', 'e']"
_v___b__,e,evocable,"['r', 'i', 'n', 't', 's']"
b_stanj_,i,bostanji,"['e', 'u']"
t_u_n___,s,thusness,"['r', 'i', 'o', 'a']"
u__a____,r,unfarced,"['l', 't', 's', 'i']"
s_i_s___,l,slipshod,"['n', 't', 'e', 'a']"
n_c__i__,e,necklike,"['o', 'a', 't', 's']"
p__t____,e,pewterer,"['o', 'i', 'a', 'n']"
pu_erti_,c,pubertic,['n']
_nli_ery,u,unlivery,['a']
pic_nic_,k,picknick,"['o', 'a']"
in_ict_r,d,indicter,['o']
__yalize,t,ptyalize,"['o', 'r']"
o_ar_o__,i,otarioid,"['v', 'e', 'c', 's']"
_e_t_rer,v,venturer,"['s', 'c', 'a']"
satinp__,d,satinpod,"['e', 'u']"
__t____d,i,intrepid,"['o', 'a', 'u', 'l', 's']"
__r__ti_,a,apractic,"['e', 'o', 'n']"
promora_,l,promoral,['n']
_ra____h,s,brassish,"['t', 'c', 'g', 'n']"
_raecava,p,praecava,"['g', 'f']"
_n____e_,u,unluffed,"['i', 'a', 'r', 't']"
___n___x,r,transfix,"['e', 'o', 'l', 'c', 'u']"
r__iri__,t,retiring,"['a', 's', 'o', 'd', 'u']"
b_bb__e_,t,bobbinet,"['a', 'r', 'u', 'l']"
pleon_s_,t,pleonast,"['i', 'm']"
b____h__,e,blencher,"['i', 'a', 'o', 't', 's']"
_ur___s_,o,burnoose,"['i', 't', 'a']"
_a_a__ra,t,tapacura,"['e', 'l', 'm', 'n']"
_du_t__n,i,eduction,"['a', 'l', 'r', 's']"
_____g_w,o,hoosegow,"['i', 'a', 'r', 'n']"
___vr___,d,poivrade,"['n', 's', 'l', 't']"
sc_e__n_,m,scheming,"['r', 'l', 'o']"
s_o__as_,l,slopdash,"['m', 't', 'c', 'w']"
_en_ee_e,g,yengeese,"['r', 'l', 't', 'b']"
_r__e_se,t,protease,"['i', 'n', 'c', 'u']"
_ig_____,r,ligature,"['h', 'o', 'n', 's']"
un_ille_,d,unbilled,"['r', 't']"
_i_ki___,r,jirkinet,"['c', 's', 'l', 'o']"
__rabian,o,sorabian,"['c', 'e']"
_uba_ian,s,subarian,['t']
__l___ic,a,aplastic,"['o', 'e', 'n', 'r']"
h_inrich,e,heinrich,['a']
r_g__r__,e,rigmaree,"['o', 't', 'n', 'u']"
_o__ll_y,t,tomalley,"['n', 'r', 'i']"
ma_i___m,o,maliform,"['u', 'g', 'n']"
_n_q___e,u,unsquare,"['i', 'o', 't', 'l']"
m_ll_l__,i,millilux,"['e', 'a', 'o']"
p_an_ess,l,planless,['r']
ush_b_iu,t,ushabtiu,['e']
o__p____,t,outpaint,"['e', 'l', 'r', 's']"
a_t__e_t,n,antirent,"['s', 'c', 'u', 'l']"
_atu_ina,k,katukina,"['r', 'c']"
___mb_s_,u,unambush,"['e', 'i', 'o']"
tumu_ous,l,tumulous,['r']
recon_er,f,reconfer,"['s', 'v']"
_u_____d,i,subbifid,"['e', 'o', 'r', 'n']"
______ne,i,thiasine,"['o', 'r', 'l', 'c', 'p']"
l__ele__,s,loveless,"['a', 'i', 'n']"
sa_s___h,t,sawsmith,"['c', 'e', 'o', 'l']"
zucc____,i,zucchini,"['o', 'a', 'e', 's']"
_mbrette,a,ambrette,['i']
____ha__,s,dischase,"['o', 't', 'r', 'n', 'l']"
__e_less,p,pierless,"['t', 'o', 'n', 'a']"
_r_t____,a,crateman,"['o', 'i', 'h', 's', 'p']"
_l____d_,t,altitude,"['o', 'n', 's', 'r']"
referen_,t,referent,['s']
gr_ft_ge,a,graftage,['i']
_oca_ine,b,bocasine,"['v', 'l']"
_oo__ol_,f,footfolk,"['d', 'e', 's', 'r']"
_anne_e_,l,lanneret,"['d', 'c', 'y']"
_rouveur,t,trouveur,['g']
am______,t,amusette,"['i', 'o', 'r', 'n', 'b']"
___rri__,l,spurrial,"['e', 'o', 'n', 't']"
__soso__,m,mesosome,"['i', 'a', 'y', 'n']"
u__h____,e,unshewed,"['i', 'a', 't', 'o', 'r']"
__i_bre_,m,whimbrel,"['n', 's', 't']"
__ibo_i_,l,epibolic,"['r', 't', 'a']"
__mel_l_,i,homelily,"['a', 'n', 't', 'u']"
un______,l,uncially,"['e', 'r', 'o', 't', 's']"
selen_an,i,selenian,['m']
_a_____d,y,hayfield,"['r', 'n', 'o', 't']"
__r_iar_,n,herniary,"['u', 'd', 'b']"
e__o__e_,n,enfonced,"['r', 't', 's', 'l']"
__llata_,e,fellatah,"['o', 'i', 'u']"
ma_m_set,r,marmoset,"['i', 'l']"
__m___z_,i,timonize,"['a', 'r', 'l', 's', 'u']"
___oz___,e,armozeen,"['i', 't', 'l', 's']"
__a_s___,r,goadster,"['n', 'i', 'l', 'c']"
m_t__ia_,p,metopias,"['l', 'r', 'n', 'u']"
_i__ni_n,d,sidonian,"['e', 't', 'r', 'l']"
__m_____,r,remarker,"['i', 'o', 'n', 't']"
_u_at_i_,d,eupatrid,"['c', 'x', 'o']"
_ee____l,t,teetotal,"['n', 'i', 'r']"
t_an__a_,l,translay,"['d', 'm', 'k', 'g']"
______ry,b,cobblery,"['a', 'i', 't', 'n']"
__a_e_te,d,diapente,"['r', 'l', 'c', 's']"
__rn_n_y,p,pernancy,"['i', 'o', 'l']"
te_a_try,n,tenantry,['l']
_s____o_,r,usherdom,"['a', 'i', 'n', 't', 'p']"
_ar__s_s,p,paropsis,"['e', 't', 'c', 'u']"
__ng____,r,ringster,"['l', 'o', 'a', 'u']"
gl__cine,a,glaucine,['o']
str_p_ra,e,strepera,['i']
killada_,r,killadar,['y']
s_rm_sed,i,surmised,['a']
_e_m_m_n,l,helmsman,"['r', 'i', 'o', 't']"
t_w_c_e_,h,thwacker,"['o', 'i', 'n', 's']"
u__i_i__,n,unbiting,"['s', 'e', 'l', 'r']"
coon_a_l,t,coontail,['f']
un_ro_ed,p,unprobed,['v']
_o__l___,e,novelize,"['a', 't', 'r', 's']"
unvi___d,e,unviewed,['l']
bi__fo_d,l,billfold,['r']
gr__gi_g,d,grudging,"['a', 'e', 'o', 's']"
_e_e_el_,d,heregeld,"['n', 't', 's', 'v', 'c']"
_u_nault,q,quinault,['r']
paetr_c_,i,paetrick,['o']
__r_nd_r,a,strander,"['o', 'i', 'u']"
_u_u__s_,l,tumulose,"['i', 'a', 'r', 'c']"
____p__d,l,unlapsed,"['o', 'i', 'r', 't', 'c']"
_rag_net,d,dragonet,"['b', 'k']"
g__bl__t,e,geoblast,"['r', 'm', 'i', 'n']"
