masked_word,target,original_word,wrong_guesses
_o_dol__d,n,pondoland,"['e', 'i', 'r']"
c__e_ting,a,caveating,['o']
___r____s,d,androides,"['t', 'c', 'l', 'u', 'p']"
__l_____i,a,calamansi,"['o', 'e', 'r', 't']"
_e__onee_,r,sermoneer,"['t', 'a', 'i']"
__u_____d,e,vouchered,"['t', 'i', 'a', 'n', 's']"
se_s____e,i,sensitize,"['a', 'o', 'l', 'p']"
__bo_____,d,debouched,"['i', 'a', 'n', 'r']"
hellen_ze,i,hellenize,['o']
pr_______,e,predefied,"['o', 'n', 'a', 't', 's']"
__rt_r__t,o,sorterout,"['a', 'i', 'p', 'n', 'h']"
u__utw___,n,unoutworn,"['a', 'e', 'i', 's']"
_ph__c__r,s,sphincter,"['a', 'o', 'u', 'l']"
___m____r,y,flamboyer,"['i', 'n', 't', 's', 'c']"
t_x_cem_a,i,toxicemia,"['u', 's']"
r______l_,y,revocably,"['i', 'n', 't', 's', 'u']"
k_i_ki_a_,t,klickitat,"['n', 's', 'r']"
cl_tterer,a,clatterer,['i']
______t_z,r,rheumatiz,"['o', 'n', 's', 'l']"
ba__hanal,c,bacchanal,['t']
____e_i__,t,tottering,"['a', 's', 'l', 'c', 'p']"
___i__i_m,l,vanillism,"['o', 'r', 'e', 't']"
co_rct_te,a,coarctate,"['u', 'i']"
m_rs__ler,a,marshaler,['o']
h_m_ph___,o,homophile,"['a', 'y', 's']"
_d_nsoni_,a,adansonia,"['e', 'c']"
____u_i_g,c,conducing,"['r', 'e', 'a']"
h_ppoly_e,t,hippolyte,['a']
_n_n__i__,y,anonymity,"['u', 'e', 'r', 's', 'l']"
nonocc___,t,nonoccult,"['e', 'i', 'a', 'r']"
c_ntr_lt_,o,contralto,['e']
__tic_l__,e,reticules,"['a', 'n', 'o', 'd']"
tri___i__,n,trinodine,"['l', 'a', 's']"
u_ver_ose,n,unverbose,['p']
je_emia_s,d,jeremiads,['n']
____k___e,o,brookside,"['a', 'c', 'n', 'l', 't']"
_et_____t,h,bethankit,"['r', 'o', 's', 'm']"
s_ondy_us,l,spondylus,['t']
___v___r_,o,clovewort,"['a', 'i', 'n', 's']"
_em_sol_e,d,demisolde,['v']
_a_ta____,r,bastardry,"['i', 'n', 'l', 'c']"
c_assisms,l,classisms,['r']
i____r___,s,isochrons,"['e', 'a', 't', 'l', 'u']"
_rooklan_,d,brookland,['c']
labialit_,y,labiality,"['e', 's']"
_i___i_e_,s,disguises,"['n', 'r', 'l', 't']"
_undst_dt,e,rundstedt,"['a', 'o']"
_elev_sed,t,televised,['a']
_olo___m_,s,colorisms,"['e', 'h', 'a', 't']"
_pi_i_i__,n,epinikian,"['s', 't', 'r', 'l', 'o']"
_conci_le,b,sconcible,['a']
naus_at_s,e,nauseates,"['c', 'i']"
_coo__f__,s,scoopsful,"['e', 'i', 't', 'a']"
os_r_n__r,d,ostrander,"['i', 'u', 'c', 'g']"
unr_pos__,e,unreposed,['i']
re__er_te,p,reoperate,"['i', 's', 'n']"
____e_a__,n,nondemand,"['r', 's', 'l', 'i']"
v_nc_boro,a,vanceboro,['i']
___d___e_,o,woodbines,"['a', 'r', 't', 'l']"
perc_ss_r,u,percussor,['a']
______la_,r,utricular,"['e', 'o', 'n', 's']"
w______s_,a,waterfast,"['i', 'o', 'n', 'l']"
__u_erfed,p,pauperfed,['o']
ge_se___e,i,geyserine,"['o', 'a', 'l', 't']"
u_s___t_d,n,unshifted,"['a', 'o', 'r', 'p']"
_iri___ra,d,lirioddra,"['e', 'n', 't', 's']"
c_o____ts,l,cloudlets,"['r', 'a', 'i', 'h']"
t__d__ind,l,toadblind,"['r', 'e', 'w']"
p_rmitt_r,e,permitter,['a']
nonm_o_ic,p,nonmyopic,['b']
re_____ze,a,reanalyze,"['i', 'o', 't']"
_verr_sen,i,overrisen,"['a', 'u']"
___c_l___,d,descaling,"['o', 'r', 't', 'u']"
lifef__ce,o,lifeforce,['n']
_usti_ing,j,justicing,"['l', 'a']"
_onf_rmer,i,confirmer,['a']
p___ho_on,l,plethodon,"['c', 'y', 'a']"
_r___eur_,t,traiteurs,"['o', 'n', 'c']"
s__err__e,u,superrace,"['i', 'o', 't', 'n']"
__gi_i___,m,legitimum,"['a', 'n', 'o', 'r']"
e_i_i_io_,t,exilition,"['p', 's', 'd', 'c']"
_ri_hw_r_,t,frithwork,"['e', 'a', 'g']"
__g_os__d,e,enghosted,"['i', 'a', 'r']"
p___ol__g,i,pistoling,"['r', 'e', 'a', 'd']"
_e_oetize,d,depoetize,"['r', 'n']"
____ew___,i,shirewick,"['o', 'a', 'n', 't']"
__e_tle__,s,sweatless,"['r', 'n', 'i', 'p']"
___rin_k_,s,starinsky,"['e', 'o', 'c', 'l']"
trade_ar_,m,trademark,"['w', 'y']"
_l__le___,a,alkalemia,"['o', 's', 't', 'n', 'r']"
_n__n__n_,i,insensing,"['u', 'o', 't', 'a', 'd']"
_i_m__i__,l,filmslide,"['n', 'a', 'o', 'r', 't']"
_____si__,b,hobbesian,"['r', 't', 'l', 'c']"
__a____e_,t,stationer,"['d', 'l', 'c', 'u']"
_o____t__,n,nonwhites,"['r', 'a', 'c', 'l', 'p']"
ma__e___e,t,magnetite,"['l', 'r', 's']"
wi__ie_oy,l,willieboy,"['n', 'r']"
bitc_i_st,e,bitchiest,['r']
unifo__al,m,uniformal,"['c', 's']"
pa__lands,k,parklands,['t']
by_u_n_n_,t,byturning,"['e', 'a', 'o', 's']"
_____x_n_,r,surtaxing,"['o', 'e', 'l', 'c', 'p']"
_o__nhoo_,d,romanhood,"['e', 'l', 'i']"
__reer___,a,careerism,"['n', 'o', 't', 'g', 'u']"
__n__i_t_,a,vanadiate,"['s', 'o', 'r']"
aster__os,i,asterikos,['y']
_i_i_v___,s,disinvest,"['o', 'l', 'r', 'a', 'c']"
__d__h___,c,sidecheck,"['n', 'o', 'a', 't', 'r']"
____etin_,s,russeting,"['o', 'a', 'c', 'l']"
___public,n,nonpublic,"['s', 'a']"
u_a______,n,unannoyed,"['i', 'r', 't', 'l']"
_urle_cue,y,burleycue,['s']
___r_ar_d,o,outroared,"['v', 'f', 'b']"
__c____r_,m,mecometry,"['a', 'i', 'n', 's']"
i_pairi_g,m,impairing,"['t', 's']"
virtu__ic,s,virtuosic,['l']
_yo____ia,r,pyodermia,"['n', 't', 's', 'l']"
__rc____d,l,parcelled,"['i', 'o', 't', 'n']"
s_i_s__p_,c,sciascope,"['n', 't', 'h']"
si__li_d_,g,sieglinda,"['m', 'p', 'o']"
tet_alite,r,tetralite,"['u', 'h']"
c____t_t_,e,celestite,"['o', 'a', 'r', 'n']"
___e___o_,s,assession,"['r', 't', 'l', 'c']"
n_b_ni__s,d,nabonidus,"['e', 't', 'l', 'm']"
____na__n,o,coronamen,"['i', 't', 'g', 's', 'l']"
_____ti__,n,nunnation,"['e', 'r', 's', 'c']"
u__t___ly,i,unitarily,"['e', 's', 'o', 'c']"
di__eated,s,disseated,['f']
_w_ll__a_,e,swellhead,"['n', 't', 'i']"
_a__b_a__,d,cardboard,"['l', 'e', 't', 'k']"
___ss_i_s,r,dressoirs,"['a', 't', 'n', 'c']"
__llal___,s,villaless,"['n', 'g', 'o', 't', 'd']"
as__nsion,e,ascension,"['p', 't']"
___t_ns_n,e,mortensen,"['i', 'a', 'c', 'l']"
un_i_i_u_,l,unbilious,"['c', 't', 'd']"
pit_in_l_,y,pityingly,['h']
_____ss_s,d,oddnesses,"['a', 'r', 'i', 'l']"
unround_d,e,unrounded,['a']
__y_m_lt_,s,baysmelts,"['o', 'i', 'r', 'u']"
dro_b_rry,p,dropberry,"['a', 'u']"
____n_s_s,r,organisms,"['e', 't', 'l', 'c']"
_e_h__kle,a,beshackle,"['n', 'r', 'i', 't']"
____h_k__,o,gorchakov,"['e', 'i', 'n', 's']"
n_u_is___,r,neuristor,"['h', 'a', 'l', 'c']"
___ri_he_,d,nourished,"['t', 'a', 'c']"
_lem_shed,i,blemished,"['a', 'p']"
___r___i_,e,energesis,"['o', 'a', 't', 'c']"
e_h__r__s,y,enhydrous,"['a', 'i', 't']"
_i_ouette,g,girouette,"['l', 'c']"
___teg_te,o,oostegite,"['a', 'r', 'c', 'n']"
_e__e_a__,n,centenary,"['s', 'd', 'l', 'b']"
t_____d__,i,tipulidae,"['r', 'o', 'n', 's', 'h']"
___egen__,c,coregency,"['a', 'i', 't', 'l']"
_pr_lgowk,i,aprilgowk,['s']
__n____a_,i,kenseikai,"['l', 'r', 'o', 'c', 't']"
_idf_ci_l,a,midfacial,"['e', 'o']"
t_r_wr__t,e,turnwrest,"['o', 'a', 'i']"
t____z_t_,a,trapezate,"['i', 'o', 'n', 'h', 'l']"
__c__vir_,e,decemvirs,"['o', 'n', 'a']"
c___c_l_d,e,chanceled,"['o', 'r', 'i', 'u']"
syph_ri_g,e,syphering,['o']
__ccota_h,s,succotash,"['p', 'i']"
d__l__u_r,a,dialoguer,"['s', 'c', 't']"
r_____o__,u,rudaceous,"['i', 'n', 't', 'l', 'p']"
__o__ones,p,proagones,"['t', 'h', 'c']"
b_o_p_e_e,i,biosphere,"['m', 'l', 'n', 'a']"
_h_____i_,o,choleroid,"['t', 'a', 'n', 's']"
___a____n,r,preaction,"['s', 'l', 'm', 'u']"
_a_andera,l,lavandera,['p']
b_____e_s,r,barraters,"['i', 'o', 'n', 'l']"
__hn__h_n,o,johnathon,"['i', 's', 'e', 'c', 'r']"
_elf_o_ed,s,selfposed,['n']
p_e_e___l,r,preverbal,"['t', 'n', 'i']"
olyn_h_an,t,olynthian,"['c', 'r']"
b_ll____a,e,bellemina,"['o', 'u', 'r', 't']"
sig____ss,t,sightless,"['n', 'a', 'o']"
sp___hw__,e,speechway,"['t', 'i', 'o']"
____ey___,l,galleyman,"['i', 'o', 'r', 't']"
l____l_n_,s,luteolins,"['a', 'r', 'g', 'c', 'd']"
_ol______,s,colistins,"['e', 'p', 'a', 'y', 'r']"
re_h_ttle,u,reshuttle,['i']
e_ers___e,l,eversible,"['n', 't', 'a', 'o']"
t_i_taden,l,tsiltaden,"['r', 'f']"
_oldst_in,e,goldstein,"['r', 'a']"
___p____i,a,anaptychi,"['o', 'r', 'e', 's']"
a___d____,y,anhydrize,"['o', 's', 'l', 't', 'c']"
_porozoon,s,sporozoon,"['a', 'e']"
a_r_ma__y,e,aeromancy,"['l', 'i', 't']"
s__a__age,d,strandage,"['u', 'q', 'c']"
___h_b___,l,amphibole,"['t', 'r', 'n', 's', 'c']"
__e_ed_re,t,stevedore,"['p', 'i', 'c', 'a']"
r___r__v_,e,recursive,"['o', 't', 'a', 'n', 'p']"
rig__isms,t,rightisms,['a']
____i_o__,l,aluminose,"['r', 't', 'c', 'p', 'd']"
_nd_m___d,e,undemised,"['o', 'a', 't']"
t_ttooi__,a,tattooing,"['e', 'u', 's']"
____r_y__,l,semiroyal,"['n', 't', 'u', 'c']"
___s__s_s,a,anastasis,"['e', 'o', 'r', 'p', 'u']"
___h_v___,s,beshivers,"['a', 'o', 'n', 'c']"
_a__a__s_,l,galvanism,"['t', 'r', 'e', 'c']"
_o__ibert,l,collibert,['n']
s__thness,u,southness,"['i', 'a']"
__x_e__e_,g,sixlegged,"['o', 'a', 't', 'n', 'r']"
_a_aboo_a,t,tarabooka,"['l', 'd', 'm', 'g']"
_roc____x,l,proclimax,"['e', 't', 's', 'n']"
pa___a___,d,pavonated,"['l', 'r', 'i', 's']"
___ur_ur_,m,bemurmurs,"['o', 'n', 't', 'a']"
b_______s,e,berenices,"['o', 'a', 't', 'l']"
__e_m_e__,r,rheumiest,"['a', 'n', 'o', 'l', 'p']"
_r_____a_,s,crosshead,"['i', 'n', 'l', 't']"
mega__ore,p,megaspore,"['h', 't']"
_a_n_worm,t,taintworm,"['e', 'd']"
b_mbyci_e,n,bombycine,['u']
la_e__o_o,s,lanesboro,"['t', 'v', 'm']"
__u__ju__,p,stumpjump,"['r', 'o', 'e', 'n']"
un_r_ath_,e,unwreathe,['y']
pu_ishi__,n,punishing,"['r', 'l']"
h_xam_r_c,e,hexameric,['o']
____i_in_,t,attriting,"['o', 's', 'e', 'l']"
_u_office,b,suboffice,['a']
pr_obli__,e,preoblige,['t']
smirki_s_,t,smirkiest,['n']
_i_e___e_,n,pinecones,"['r', 'a', 'l', 't', 'd']"
_mebif_rm,a,amebiform,"['u', 'y']"
sedu__ble,i,seducible,['a']
_h_r_h_sh,c,churchish,"['t', 'e', 'a', 'o']"
____y__i_,c,halcyonic,"['e', 'r', 't', 's']"
_r______s,i,frailties,"['o', 'n', 'c', 'p']"
h___rar_a,o,honoraria,"['e', 'y', 'd', 'b']"
______i_g,h,rehashing,"['o', 't', 'l', 'c']"
byrlaw_e_,m,byrlawmen,['d']
_u__r_ur_,p,superpure,"['o', 'a', 't', 'n']"
walla_oos,r,wallaroos,['g']
_onoc__t_,m,monocrats,"['y', 'e', 'i', 'h']"
p_c_llag_,e,pucellage,"['i', 'o']"
fee_wa_er,t,feedwater,['y']
_ocio_r__,m,sociogram,"['l', 'u', 'e']"
fe_____s_,t,fetichist,"['r', 'a', 'o', 'n']"
_____at__,e,engreaten,"['i', 'o', 'd', 'c']"
__a_dr_ss,t,coatdress,"['n', 'l', 'h']"
__t_i___t,e,betrinket,"['a', 'o', 'l', 's', 'c']"
___c_c___,a,olacaceae,"['i', 'n', 'r', 't']"
__ll_r_u_,t,tellerout,"['i', 'a', 's', 'c']"
ch_ndrit_,e,chondrite,"['a', 'u']"
__os__o_i,p,phosphori,"['e', 't', 'c', 'l']"
___d_po__,r,reedsport,"['a', 'i', 'n']"
pa__atio_,n,pandation,['l']
_a_____al,e,oatenmeal,"['i', 'r', 'c', 's', 'p']"
m_tt__ony,a,mattapony,"['e', 'i']"
f_r_diz_s,a,faradizes,"['o', 'u']"
___week_y,m,midweekly,"['n', 'o', 's', 'a']"
ne_ri__i_,t,negritoid,"['u', 'c', 's', 'a']"
_i_e__i_e,l,vitelline,"['r', 's', 'd', 'a']"
s_uawmis_,q,squawmish,['t']
b_______s,e,bedeafens,"['i', 'o', 'r', 't']"
_iga__is_,c,cigarfish,"['t', 'm', 'n', 'e']"
_onv_y_n_,i,conveying,"['a', 't', 's', 'l']"
_hr______,a,throwback,"['e', 'i', 's', 'n', 'l']"
__la_h_u_,c,splachnum,"['o', 't', 'e']"
fav_llo_s,i,favillous,['e']
m_de_____,r,moderator,"['i', 'n', 's', 'l']"
p__t_____,a,postnasal,"['i', 'r', 'e', 'c']"
su_s__v__,e,subserved,"['a', 'n', 'i', 'o']"
aposa_u_n,t,aposaturn,['i']
_r_d_i___,l,fredville,"['a', 'o', 't']"
h____h___,c,hookcheck,"['i', 'a', 'r', 't', 'n']"
__n_____s,d,mandibles,"['o', 't', 'r', 'c']"
___rt_e_t,a,apartment,"['h', 's', 'o']"
_o___i_ed,r,moralised,"['n', 't', 'c']"
lab_l_ze_,i,labilized,['r']
maling__y,e,malingery,['o']
___tr____,a,ametropia,"['s', 'n', 'l', 'c']"
_pr_nl___,s,apronless,"['i', 'u', 't']"
p_ilonis_,m,philonism,['t']
ar__nt_ng,i,arointing,"['e', 'm']"
_c____o__,a,acanthous,"['e', 'i', 'r', 'l']"
__c_nc___,e,recencies,"['o', 'a', 'l', 't', 'u']"
e_j_i_ers,n,enjoiners,"['u', 'a']"
_____tat_,e,unseptate,"['r', 'i', 'c', 'o']"
d_n_m__ed,t,dynamited,"['o', 's', 'r', 'u']"
__m____i_,o,homogenic,"['a', 'r', 't', 's']"
gr_______,a,grihastha,"['e', 'n', 'o', 'l']"
p_____ity,c,procacity,"['e', 'n', 'l', 's']"
_ra_t_rt_,o,grantorto,"['s', 'f', 'e', 'c']"
__v_rm___,e,havermeal,"['n', 'i', 'o']"
_e__ed_t_,a,sensedata,"['i', 'r', 'p', 'y']"
_y______a,c,myectopia,"['n', 's', 'r', 'l', 'h']"
_u______c,y,eurythmic,"['a', 'o', 'n', 's']"
_o__st___,a,nonastral,"['e', 'i', 'c', 'd']"
c__ri_ar_,d,churidars,"['o', 't', 'p']"
__r_a____,i,inreality,"['s', 'o', 'c', 'd']"
_omobro_t,h,homobront,"['a', 's']"
ovenw__es,a,ovenwares,['i']
cant__t_i,h,canthuthi,"['r', 's']"
dolo_i_as,t,doloritas,['c']
_______ed,r,ironcased,"['t', 'l', 'u', 'p', 'm']"
____d_n__,a,chuadanga,"['e', 'i', 'o', 'r', 's']"
_w__hil__,a,swanhilda,"['t', 'e', 'o', 'p']"
e_y_hemal,t,erythemal,['p']
_u___pp__,r,mudhopper,"['a', 'i', 's', 't', 'n']"
_iscant__,d,discanted,['r']
__lin____,g,galinsoga,"['e', 't', 'r', 'c']"
_er_eri_e,d,herderite,"['v', 'z', 's']"
__b___il_,e,rebeguile,"['s', 'a', 'o']"
a__a_a__a,c,arracacha,"['l', 't', 's', 'e', 'n']"
hel_ol_te,i,heliolite,"['a', 'p']"
_o_mation,f,formation,"['c', 'g']"
th__ty__e,i,thirtyone,"['a', 'p', 's']"
c_nceale_,r,concealer,"['d', 's']"
s__c_____,l,subcellar,"['i', 'o', 't', 'n', 'k']"
_a___rma_,n,pangerman,"['l', 'o', 't', 'd']"
_i__i__u_,t,hittingup,"['s', 'o', 'l', 'r']"
___p_n_ly,a,shapingly,"['e', 'o', 'r', 't']"
_p____x__,i,apodeixis,"['r', 'n', 't', 'l', 'u']"
____a___s,i,oribatids,"['e', 'c', 'u', 'n', 'l']"
___ur__r_,s,scourgers,"['n', 'i', 'a', 't', 'p']"
a_tit_ope,n,antitrope,['h']
__e_d____,r,preadults,"['o', 'n', 'i', 'c']"
m_____l__,d,manifolds,"['e', 'r', 't', 'c', 'u']"
a__i_na__,s,assignats,"['o', 'r', 'e']"
i_s______,r,instarred,"['o', 'l', 'c', 'u', 'p']"
de_ec_ing,t,defecting,"['l', 's']"
_r_p_n_i_,d,drepanoid,"['t', 'c', 's']"
inton_tor,a,intonator,"['s', 'e']"
phyt_n__y,o,phytonomy,"['i', 'l']"
__a_ama_t,n,unadamant,"['r', 'l', 'c', 'e']"
p___t___e,l,pointille,"['a', 'r', 's']"
o___o_s_s,u,outhouses,"['r', 'i', 'a', 'p']"
lum_ine__,s,lumpiness,"['b', 'a']"
polyzo__m,i,polyzoism,['n']
hallalco_,r,hallalcor,['x']
_u__e_ted,j,subjected,"['r', 'n', 'a']"
_l_r___l_,a,alarmable,"['i', 'o', 'u', 't', 'n']"
st_te_i_y,l,statelily,['r']
_r____ues,q,pratiques,"['o', 'n', 'g', 'l']"
____e_a__,y,stoneyard,"['l', 'i', 'c', 'b', 'u']"
ye__e___y,r,yesterday,"['l', 'n', 'i', 'o']"
un_dept_y,l,unadeptly,"['i', 'o']"
whippa___,e,whipparee,"['b', 'l']"
new__nted,m,newminted,['a']
__x__yn_a,o,coxodynia,"['e', 's', 't']"
c_rbon_ro,a,carbonero,['d']
ba__lying,c,backlying,['t']
averra_le,b,averrable,['i']
_qu_molar,i,equimolar,"['s', 'h']"
____r__i_,s,syneresis,"['o', 'a', 't', 'c']"
__d__n___,a,ardhanari,"['e', 'o', 's', 't', 'l']"
windowl__,t,windowlet,"['a', 'y']"
canon_z_d,i,canonized,"['y', 'u']"
_n_e_peep,d,underpeep,"['t', 'i', 's', 'a']"
_l___t___,o,ileostomy,"['a', 'n', 'r', 'c', 'p']"
____t_o__,e,electrons,"['i', 'a', 'u', 'p']"
t_______g,o,toyloving,"['r', 'e', 'a', 's']"
n____ng__,p,nippingly,"['e', 'a', 'o', 'r', 't']"
___r__ede,p,capripede,"['o', 't', 's']"
unsw_lle_,d,unswilled,"['a', 'r']"
ott_v_lle,i,ottsville,['a']
______h_a_,r,seborrheal,"['i', 'n', 't', 'c']"
ha___ea_e_,d,handreared,"['l', 'f', 'k', 'v']"
prepio_s_y,l,prepiously,['t']
_lo__mut_h,c,clockmutch,['s']
se_s_ar_e_,t,sexstarved,"['n', 'm', 'c', 'l']"
_uor___h__,e,euornithes,"['a', 'q', 'c']"
c_____i___,s,colossians,"['e', 'r', 't', 'u', 'd']"
_t___l____,i,steriliser,"['a', 'o', 'n', 'u', 'c']"
_r_____u__,e,creepmousy,"['i', 't', 'n', 'a', 'l']"
b_rbierite,a,barbierite,"['u', 'o']"
_li_httest,g,flighttest,"['b', 'p']"
_r___e____,n,bronzewing,"['t', 'a', 's', 'l']"
_lucol____,i,glucolipid,"['e', 'a', 'n', 's']"
g_a___sh_s,i,goatfishes,"['r', 'u', 'l', 'd']"
_a_athe_ia,r,paratheria,['m']
goa__eaded,t,goatheaded,['l']
sp__se_ess,l,spouseless,"['n', 'r', 'i', 'a']"
____v____n,i,elzevirian,"['o', 't', 's', 'c']"
tw_c_tak_n,e,twicetaken,"['o', 'h']"
_o_lo_____,e,coelosperm,"['n', 'i', 'g', 'a']"
___r_____g,n,undrinking,"['e', 'o', 'a', 't']"
_os___s__r,t,posteaster,"['i', 'n', 'l', 'c']"
__d__v__v_,e,undervalve,"['i', 'o', 's', 't', 'c']"
__n__nni__,e,centennium,"['o', 'a', 's', 'r', 'l']"
_efrett_ng,i,befretting,"['d', 's']"
_o__ow_a__,m,morrowmass,"['l', 'd', 'c', 'h']"
______t_m_,o,kionectomy,"['a', 'r', 's', 'l', 'p']"
_____t_hip,e,regentship,"['a', 'o', 'c', 'u']"
s_l_c_c___,a,salicaceae,"['o', 'y', 'n']"
tin_ett_er,l,tinkettler,"['g', 's']"
div____d_y,e,divertedly,"['a', 'o', 's']"
_ex_______,t,textuarist,"['o', 'h', 'n', 'l']"
_d_lter_te,a,adulterate,"['i', 'o']"
submers_o_,i,submersion,['t']
____sydr_s,l,clepsydras,"['o', 'i', 'h']"
_napparen_,t,unapparent,['i']
s_elley_n_,a,shelleyana,['i']
u_achi_gl_,n,unachingly,['e']
_fo_e___es,r,aforetimes,"['n', 'l', 'c', 'd']"
clod_opp_r,e,clodhopper,['s']
_or__r__i_,a,aortarctia,"['e', 'n', 'f', 's']"
sin__ushed,c,sincrushed,"['b', 'g']"
ec__o_e__a,r,ectromelia,"['n', 'h', 's', 'y']"
_u___o_eer,a,auctioneer,"['l', 's', 'p']"
glo__ar_al,s,glossarial,"['c', 'b']"
to_oi_ally,d,toroidally,['c']
t_l_m_chus,e,telemachus,['o']
_ornu_op_a,c,cornucopia,['l']
en_hu_ia_m,s,enthusiasm,"['c', 'r']"
c_dd___t__,n,coddington,"['a', 'e', 'r', 's']"
_o_k__hoo_,c,cockashoop,"['e', 'd', 'r']"
__a_uc_b__,r,traducible,"['y', 'n', 's', 'p']"
_o_a_ha__c,n,nonaphasic,"['t', 'm', 'g', 'l']"
__ri___sis,e,periegesis,"['o', 'a', 't', 'n']"
____eyl__e,i,kidneylike,"['a', 't', 'o', 'r']"
_lipp_r___,a,clipperman,"['s', 'o', 'g']"
_e_______l,c,tectricial,"['o', 'n', 's', 'p']"
c__n______,l,carnallite,"['o', 's', 'u', 'h', 'd']"
_____at___,e,feneration,"['g', 'c', 'u', 'l', 's']"
_ibe_ating,l,liberating,['f']
___n__o_o_,r,transcolor,"['i', 'e', 'h', 'd']"
di__e_ter_,s,dissenters,"['c', 'a']"
a__hivists,c,archivists,"['m', 'l']"
untet_e_ed,h,untethered,"['l', 'i']"
__i____it_,e,universite,"['a', 'o', 'l', 'c', 'p']"
_o_kb___e_,l,cockbilled,"['r', 'a', 'n', 's']"
p___to_i_t,h,phantomist,"['r', 'e', 'l', 'c']"
b______a__,y,byordinary,"['e', 'l', 't', 's']"
_o_ocra__c,m,monocratic,"['h', 'l', 's', 'd']"
in_ilt____,e,infiltered,"['u', 'a', 's']"
a____na___,s,assignably,"['e', 't', 'o', 'r', 'u']"
__l______n,i,militation,"['e', 'r', 's', 'c', 'p']"
f_u__u____,t,fluctuates,"['o', 'r', 'i', 'n', 'd']"
m_atc_tt_r,e,meatcutter,"['o', 'i']"
_o__o_a___,l,doctorally,"['b', 'n', 'e', 'm', 's']"
___n__ntly,a,abundantly,"['e', 'i', 'o']"
_upplica_t,n,supplicant,"['r', 'd']"
_a__ad__se,l,balladwise,"['o', 'r', 'c', 'n']"
interti__l,d,intertidal,['c']
t_____n___,o,touchandgo,"['i', 'e', 'r', 's', 'l']"
v_s__o__a_,i,visitorial,"['n', 'e', 'c', 'd']"
___k___ing,o,rockloving,"['e', 'a', 't', 's']"
___n_____y,l,eventually,"['i', 'r', 'o', 's']"
_o__re_e__,n,noncredent,"['s', 'p', 'l', 'm']"
_m_s_ernal,o,omosternal,['i']
opt___st_c,i,optimistic,['a']
j_nkd_al_r,e,junkdealer,"['o', 'i']"
me__ch_ous,l,melichrous,['a']
_e_e_e__se,r,rerehearse,"['n', 'i', 'l']"
____u____s,l,calculates,"['o', 'i', 'r', 'n']"
___bi_____,c,scobicular,"['e', 'n', 't', 'm', 'd']"
_____co___,r,prerecords,"['i', 'a', 'n', 't', 'l']"
____s___ms,u,equisetums,"['o', 'r', 'a', 'n']"
_____tr_p_,o,coenotrope,"['i', 's', 'a']"
_nr___tt__,e,unrebutted,"['i', 'a', 'o']"
_ic_rin_te,a,bicarinate,"['o', 'u']"
_ur_i_ance,v,survivance,"['t', 'b']"
am_r__oor_,t,amersfoort,"['b', 'y', 'i']"
spin_la__d,t,spinulated,['g']
____io_i__,n,cushioning,"['e', 'a', 't', 'r']"
______h_n_,i,rubbishing,"['e', 'o', 'a', 't']"
b_bble_ent,m,bubblement,"['a', 'o']"
m_gi___i_m,l,mogilalism,"['n', 'r', 'e']"
s____l_n__,a,supralunar,"['i', 'e', 'o', 't']"
wi_ard_ike,l,wizardlike,"['n', 's']"
swor__rass,d,swordgrass,['p']
u__ou_____,n,uncoupling,"['e', 't', 'r', 'h', 's']"
_ir____i__,o,birotation,"['c', 'e', 'u', 'l', 's']"
out_e_vin_,a,outweaving,"['r', 'l']"
he_______e,a,headsquare,"['i', 'o', 't', 'l', 'n']"
______n_ss,l,liveliness,"['r', 'o', 'a', 't']"
_ca__er___,g,scampering,"['t', 'l', 'o']"
__ch______,r,archdespot,"['i', 'n', 'l', 'm']"
c___t__c__,y,cryptarchy,"['o', 'e', 'n', 'i']"
_e__e_i___,n,reopenings,"['t', 'l', 'a', 'c']"
un________,l,undowelled,"['i', 'a', 'r', 't']"
__ec______,r,precursors,"['i', 'n', 't', 'a', 'l']"
__sa_g____,n,ensanguine,"['d', 'r', 'l']"
__o__opsis,e,choeropsis,"['t', 'a', 'n']"
_aporos_ty,i,vaporosity,['l']
a________d,l,anguilloid,"['e', 'r', 't', 's']"
____ht____,r,frightable,"['o', 'n', 's', 'u']"
_ire_oote_,f,firefooted,['w']
_nc_n___n_,o,unconfound,"['i', 'e', 't', 'a', 's']"
_rin__l___,e,princeless,"['t', 'o', 'a']"
zion__ille,v,zionsville,"['a', 't']"
gla___a__d,s,glassfaced,"['t', 'r', 'n']"
bella_oola,c,bellacoola,['t']
__m_h_n___,s,semihaness,"['p', 'o', 't']"
_aj__iti__,r,majorities,"['u', 'n', 'c', 'd']"
_a__a____s,r,marlaceous,"['i', 't', 'n', 'd']"
c_tisecto_,u,cutisector,"['a', 'y']"
_o__ogo___,c,cosmogonic,"['e', 'l', 't', 'r', 'a']"
_eaffusi_n,o,reaffusion,"['d', 'l']"
boo_teri__,s,boosterism,"['n', 'g']"
______at__,l,wellcoated,"['r', 'i', 'n', 's', 'u']"
d__p______,r,dropkicker,"['s', 'a', 'n', 't']"
c_____ppe_,r,chirrupper,"['o', 'a', 'n']"
__ntenegr_,o,montenegro,['a']
p_r_psid__,a,parapsidal,['e']
_g_ri_i_i_,a,agaricinic,"['t', 'e', 'o', 'l']"
p_r_____r_,e,perthshire,"['a', 'o', 'n', 'l']"
___k____r_,a,backstairs,"['e', 'o', 'n', 'l', 'u']"
